,Name,Major,Gender,Year,Transfer,Sentiment,Text,GEN,ATMD,REC,BACK,EXMP,PREP,PROF,COMM,PEER,RAC,GENERAL,STERM,PEERS,EXPM,IMP
185,Jeffrey,CompS,male,Junior,No,NEU," The professors. I think they expect you to be good at math. Science, I don't think so because there's a whole bio field. There's a whole science field. So yeah. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
186,Kevin,CompS,male,Senior,No,NEU," I've noticed that most people who go into CompSci, they tend to have a more logical way of thinking so they tend to be better at math than, say, English majors, I guess. Maybe it's just their personalities.  
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
187,Betty,CompE,female,Senior,No,NEG," I don't know. I know for us, a big thing is you have to be really resilient. I mean, depending on the teachers you get in CompE, you either get teachers that are going to be not too bad, the class is still kind of bad, or you get teachers that mentally wear you down. We've had a lot of people just leave because they're like, ""I can't do it anymore because of the low grades that are given in CompE."" But then they curve, but they don't tell you they're going to curve. So it's stressful. So I've noticed that if you've gone through it, you've got some mental stamina. And they generally have to be good at math. Science too because we do go into chemistry in the hardware aspects. A little. Very little. And besides that, we all have our different things. We all do very different things. So besides those base things that kind of throw us all together, we all have our different personalities. 
",False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
188,Jeffrey,CompS,male,Junior,No,NEG," I feel like it may be biased, but I've noticed that for the very select few, other than for the very select few, a typical computer science student would be good at programming. And so their computer science classes are pretty easy for them. And they aren't involved much around campus. So they have a lot of free time to do coding on their own or to work on the projects that, for the very select few who are really involved, they either struggle or don't have as much time as some students. And then the teachers sort of teach for those students who have a lot less time to do other things. Yeah. So that the class moves either faster or projects are harder. And so the typical student, I'd say, is going to class and then that's about it.  
",False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
189,Isaiah,CompE,male,Freshman,No,POS," I would say things are different for me because, in my 201 and my 202 CompSci class, a lot of students I see spend a lot of time in the computer lab getting help from the TAs. And I know a lot of friends who are CompSci and CompE majors who are in different clubs, like HackUMBC and the Game Developers’ club.  
",False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
190,Kevin,CompS,male,Senior,No,POS," Yeah, I think I'm kind of biased too just because I tend to hang around HackUMBC people. I'm actually friends with the president of it. And him and a few of my other friends, we have a bunch of side projects going on so we tend to have a little bit more experience, I guess. And experience translates to doing better in the classes, I suppose. So it's hard to relate, I guess, when people are like, ""Oh, it took me three weeks to get this project done."" We're like, ""We ran into all these problems before so we know how to fix it."" But usually, I think everyone's pretty helpful in CompSci, though, because I've never seen anyone who's refused to help another student who needed help.  
",False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
191,Jeffrey,CompS,male,Junior,No,NEU," Yeah, I really agree with that. A lot of the typical students have experience before. So that also might contribute to them doing really well in classes because they've…they're involved with other technical clubs and stuff.  
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
192,Kevin,CompS,male,Senior,No,NEG," I enjoy what I do. I don't really…I don't associate myself as a CompSci major. I mean, I just am. Maybe it's because I'm a commuter student. I don't live on campus. I'm not as involved in campus activities or group projects as I could be. Most of what I do is outside of school and not school-related. So maybe that plays into it some.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
193,Betty,CompE,female,Senior,No,NEU," I have to say I know in my year, we have a fair amount of students that are commuters or came back after taking a break after high school or whatnot. So a lot of them are older so they're all at different phases in their lives. But as far as me, I know it took a while to adjust because I know I was that girl in CompE that it took a while to earn respect. But I feel like by the end, and I’ve talked with Dr. LaBerge and we both agreed that I'm respected there now amongst most people. But right now, I feel like none of us really do that much outside of school because we all have a lot to do. But we all band together and we're there for help or support when you have to rant or whatnot. I feel like I have a group of peers that check in on you or whatnot. So it feels like you're in there. You're not alone in your major.  
",True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
194,Jeffrey,CompS,male,Junior,No,NEG," Well, like I said about my biased vision of a typical student, I don't think I'm one of those typical students since I don't…I'm either not involved in technical clubs so I haven’t been able to get experience outside of class and I also don't have a lot of free time to dedicate to side projects and my in-class projects as much as I'd like. And I’m not very good at math. And yeah. I always struggle in all my CompSci classes. So it's always a struggle and it's never easy as it seems like for most people.  
",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
195,Isaiah,CompE,male,Freshman,No,POS," I guess I kind of fit in. I fit in a little bit more than last semester because I'm getting better at programming. The first time I programmed was in my 201 class so I didn't know programming as well as other people did. And since I got the experience from 201, my 202 class isn't as hard as it is for most people, I guess.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
196,Kevin,CompS,male,Senior,No,NEG," A lot of all-nighters.  (on the major)
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
197,Jeffrey,CompS,male,Junior,No,POS," I'd add in supportive.  (the major)
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
198,Kevin,CompS,male,Senior,No,POS," Most of my support comes from my friend group. We all kind of teach each other new concepts and help each other fix bugs or get through a particularly tough problem. I've learned a lot through them. And actually, I feel like I've learned more working through them, either on school projects or side projects, than I have through the actual classes themselves.  
",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
199,Betty,CompE,female,Senior,No,POS," I think for me, it's been Dr. LaBerge. He kind of took me under his wing after I interviewed. And I had health things and whatnot that came up that made my experience as a student a little abnormal, but he always made sure to give me the advice from his years of experience, how to best address when I go into a class, let them know about health issues. He also was there to reassure me if I'm like, ""Man, this class is just…I have no idea what's going on,"" to be like, ""Don't worry. I get this all the time."" So then I know I'm like, ""Okay. I know it's not just me feeling like this or struggling."" And then over time, I think as people came out of their shells more, you learn that you're not the only one really struggling. Or that some people seem like they are really great and you find out they're like, ""No, I have no idea."" But yeah, Dr. LaBerge has been a big…he's helped me through every step.  
",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
200,Isaiah,CompE,male,Freshman,No,POS," I would say friends and teachers really help. One teacher specifically, my CompE 212 teacher, when I went to talk to him one time, he told me that in the major, exam grades will be low and stuff so don't really worry about grades, worry about understanding concepts.  
",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
201,Betty,CompE,female,Senior,No,NEG," So for me, I know it's pretty…because I've had this conversation with peers and whatnot. Being a girl, I come in and the stereotype seems to be that if you're a girl in CompE, you're doing something to get your way through. It's like you're going to go suck up to the teacher or you're not actually smart enough so you're leeching off of someone else. And there are people that I see that do kind of leech off of people. And either it eventually falls out for them or they can maintain it through. And then, there are some people that do go and suck up to every single teacher. But there are guys that too do that, but it's more noticed that girls will.  
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
202,Betty,CompE,female,Senior,No,NEG," So when I came into CompE, I was never the person…like if there was somebody sitting next to me and I worked on a project with them, even if I did that whole part of the project, they would…somebody would come up and ask them the question and then they'd respond like they did it. And I'd have to interrupt and go, ""No, no, no, no. Tell me, what did you do?"" And go through and it took time. But now, I think by junior year, I started to feel like I was pretty much respected amongst everybody. Senior year, it's definitely like…there are still a few that'll make a comment or two there, like, ""Why don't you go suck up to the teacher,"" or… 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
203,Betty,CompE,female,Senior,No,NEG," But it's also hard when you have occasional students that do go suck up or leech off of other people so then it makes it hard. But overall, people come to me with questions now. There are still some times where I'm just completely overlooked. Or I still notice a lot there are times when I'm overlooked or in capstone where I'll be the one getting held with the documentation. Yeah. But it's sort of like you have to…in order to earn respect as a girl, you have to prove. There is a constant, ""You must prove that you were there,"" for…you were meant to be there through exam grades and whatnot. And if you're a guy, there's a lot less pressure. For some, there's going to be people that have to prove. But most of the time, it's pretty accepted that you know what you're doing.  
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
204,Kevin,CompS,male,Senior,No,NEG," I've definitely heard it. I haven't personally experienced it. I think it's really sad just because most of the women that I've known in my STEM classes, I don't want to say they've been smarter, but they've been able to hold their own better than most of the guys in the class. So I think it's kind of ridiculous that they need to prove themselves. And it's probably true. It's…I don't know. I don't know why people can't just get over and treat each other as people.  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,Betty,CompE,female,Senior,No,NEG," I should mention, too, it's happened with teachers too. I've had teacher issues.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
206,Kevin,CompS,male,Senior,No,POS," I feel respected. It’s never been something I've worried about, though.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
207,Isaiah,CompE,male,Freshman,No,POS," Yeah, I don't feel disrespected, so… 
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
208,Kevin,CompS,male,Senior,No,NEU," Yeah. A lot of my peers, I think, are pretty competitive.  
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
209,Betty,CompE,female,Senior,No,NEU," I'd say we have a few that are really always going to try to…they're always there, trying to one-up anybody else. But for the most part, we just generally all know that we're going to get low grades or whatnot. So we all are like, ""You know what, guys? If we all study and we all know this stuff, we're fine. As long as we all band."" It's like if we all don't know it, if we all do bad, we do well, type of mentality. So there are not huge amounts trying to show off. But there are some. There are some people that are.  
",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
210,Kevin,CompS,male,Senior,No,NEG," In my experience, they tend to ignore them a little bit more.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
211,Jeffrey,CompS,male,Junior,No,NEG," I'd say it depends. There are some who blatantly show off because of their character and there are others where it's very subtle, especially for the students who pick it up. They're like, ""Wait, I have no idea what that person just said."" But the professor may understand it and respond to it, but it may not seem like they're showing off.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
212,Betty,CompE,female,Senior,No,NEG," Yes. We have one particular teacher who's a very big put-down for a lot of people. Just in general, he'll make statements about, ""I don't know how you made it this far. Why are you even in CompE?"" And it's said in a harsh tone. There was also an incident with that teacher with him being very harsh on women. I actually just thought maybe I did something wrong and I was trying to figure out what. But then my fellow peers came up and noticed it too that he was being extra harsh if I answered a question wrong. It would be like, ""What were you thinking? How could this even be?"" Or if even a part of it was wrong, then if a male student answered a part of it wrong, he'd be like, ""It's not exactly right.""  
",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
213,Kevin,CompS,male,Senior,No,POS," When I said ignored earlier, it wasn't completely, it was more, ""I'm going to focus my lecture on everybody else."" Just because maybe the teacher feels like the rest of the class needs it more than this particular person and everyone else would get more out of the lecture than that person will. So that's what I was referring to.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
214,Kevin,CompS,male,Senior,No,NEG," It was more like, ""Stop answering every question, then. Let other people answer."" Because when one person answers, it's kind of annoying for the entire group, I think. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
215,Kevin,CompS,male,Senior,No,NEG," No, because I think being a man in computer science is pretty accepted. In STEM in general, I think, it's probably more male-dominated. So if you say you were a CompSci major or someone reads that you're a CompSci major, they'll assume you're a man.  
",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
216,Kevin,CompS,male,Senior,No,NEG," They probably would. (on people assuming a CS major is a white man)
",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
217,Kevin,CompS,male,Senior,No,POS," I notice a lot of racial diversity in my classes, though. I don't know if that's been your experience or maybe I'm just… 
",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
218,Betty,CompE,female,Senior,No,NEU," There are a lot of white people in my CompE class. I'm not even going to lie. There are…we don't have…we have a few…well, I guess it's like Arabian and those…East…Middle Eastern? A few. Yeah. It's a lot. I don't know. It gets a little better, I think, as we go down. But it also gets a little better with women in some other classes. Still not great, but there are a lot of white people in my graduating class, that are CompEs.  
",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
219,Kevin,CompS,male,Senior,No,NEU," But I wonder if that's an issue, though. Maybe it's just that's what they're interested in and the other groups aren't interested in it.  
",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
220,Kevin,CompS,male,Senior,No,NEU," Do you need the racial diversity? I think we do. I'm just wondering.  
",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
221,Betty,CompE,female,Senior,No,NEU," The thing I will note, though, is CompE graduates, there are very few…there are a lot less white students in the grad program. So I think that's intriguing. You get a lot more foreign people coming in.  
",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
222,Jeffrey,CompS,male,Junior,No,NEG," I think that race isn't seen as an issue, like you aren't really judged by your race. But if the classes were more diverse, which I've noticed that they aren't…it's a lot of white people as well. I might be able to…or other people might be able to see more in common or have a lot more in common and the professor might be able to teach the class at a much-preferred pace.  
",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
223,Jeffrey,CompS,male,Junior,No,NEU," Just everyone in my classes seems very competent. And I'm not going to blame their race for it, but they just seem like…their education just seems very… 
",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
224,Betty,CompE,female,Senior,No,POS," And I know I've noticed I'm very willing to talk to professors or whatnot. So it's kind of made me better with going about and not being afraid of talking to people higher up than me. And my internships that I've had, I was placed in an odd position very high up toward the top of the structure. And so it's really got me a lot of networking experience and the skills I've learned here, with presenting and everything, prepared me to lead along with my personality type of thing. Yeah.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
225,Kevin,CompS,male,Senior,No,NEU," Actually, this summer, me and a few friends were planning on working on a startup so we're hoping that that'll do something. I don't know. We'll see. I think it's a lot easier to start your own business in CompSci as opposed to CompE just because, I mean, you can just make a website, get it online, and you have it. Whereas with CompE, you need more hardware and it needs more funding.  
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
226,Betty,CompE,female,Senior,No,POS," I will say, too, through CWIT, when they have us do our StrengthsQuest at the beginning, and even though it gets repetitive, but going through that every year has been helpful because when I go into interviews and they ask me, ""How would you handle a situation when one person is lacking?” It really makes you look at the strengths they do have. That was a big experience on my leadership skills, actually.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
227,Jeffrey,CompS,male,Junior,No,POS," I would definitely say CWIT has helped me to get to where I am. I don't know where I'd be without CWIT. So I definitely put a lot of credit and contribution toward that resource because I think it's very valuable.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
228,Betty,CompE,female,Senior,No,POS," With CWIT, I had…in my year, there are no other computer engineering people so I'm alone in that aspect. But it did help me make friends with someone who graduated last year and develop a good relationship with them. So now they work at the same place I do. So that's kind of kept going and I'm able to get advice from them. And I feel like even though it might have been better if I had someone in my year, that's still worked out really well. We did have classes together and now I'm able to pass along my knowledge down the line.  
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
229,Isaiah,CompE,male,Freshman,No,POS," I don't know a lot of organizations on campus that could really help because I'm a freshman. But the things that help me the most are my clubs and the CompSci TA lab downstairs.  
",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
230,Isaiah,CompE,male,Freshman,No,POS," My Game Development Club because it has a bunch of people who have programming experience. So that helps, talking to them.  
",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
231,Betty,CompE,female,Senior,No,NEU," Ours really depend on the class. Sometimes with CompE, they really drill it into you to be careful when you're working together with people. And so working together on some projects is…you're kind of terrified that they're going to find something, even if it's something little. It's not always like that, but like I said, a lot of people commute. So living on campus and as commuters, it's hard for us to all get together. But there are some classes where we all definitely do let go and we'll just go in ITE and study. But I've also never been the biggest study group person because I'm a very visual person, but when I do need help, there are always people around that study. 
",False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
232,Kevin,CompS,male,Senior,No,NEG," I think…no. Well, with CompSci you can have issues with plagiarism if everyone's working on the same project, but I haven't run into it.  
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
233,Jeffrey,CompS,male,Junior,No,NEG," I think that the CS department doesn't really teach students how to work in groups. And everyone's always like, ""You're going to be working in teams when you get to the real world. But here, you don't want to cheat off each other so you've got to work separate."" But even in the real world, you're sort of coding alone, but working together on the same thing. You're sort of like separate but together. And when you are given a group project, the rare times that you are in computer science, you don't really know how to work together. And you sort of end up just working along and then compiling all the work, I guess, which is similar to the industry, but I don't know if that's very helpful. I don't know if that's considered group work.  
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
234,Kevin,CompS,male,Senior,No,NEU," No, I just think it would be good if they taught more collaboration skills in class because if everyone's working on the same thing, you can have conflicts where you need to figure out what’s right and what’s wrong, take this piece from this and this piece from that, if he said, ""I'm working on this and you work on this part,"" then the process goes a lot more smoothly.  
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
235,Jeffrey,CompS,male,Junior,No,POS," In the introductory CompSci courses, they really stress that we don't work together to prevent cheating. But I didn't care. And I made my groups in the first three computer science courses. And sure, if it wasn't for them, I wouldn't have been able to be where I am now, but that's what really has helped me learn and it's really what made me feel I fit into that major. So what's really made me happy about being in the major was working together and seeing everyone talk about the project and share, bounce ideas off of each other. That's one of the few things I really, really, really like about this major and working in groups.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
236,Betty,CompE,female,Senior,No,POS," CompE has you do a few group projects where you’re paired up using the same equipment and whatnot, and you have lab partners. And through all that, I think it gives you a good experience. You get a lot of group work and you learn about when you have issues with people, how to go about handling them. Sometimes, those issues happen and they just float there. But it definitely gives you an idea when you're going into an environment, what you have to do if there's a team member that's slacking.  
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
237,Betty,CompE,female,Senior,No,NEU," It's also, working in capstone, it's also given me the fact that I kept saying, ""Give me actual work. Give me actual work,"" and they would just kind of hoard it. So it's taught me what things I should not do in the industry, like hoard my work and just keep it to myself when other people should be helping. And then I would get stuck with, like I said, writing papers a lot. Which people don't realize how many you've written. So then they go, ""Well, you're not doing anything."" That can be frustrating. But overall, I feel like the group dynamics that they have you do with lab partners and whatnot, it really teaches you to work with others and how to go about that. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
238,Jeffrey,CompS,male,Junior,No,NEG," I've been thinking about this for a little bit and I kind of just said it, but really teaching how to work in groups and working in groups. I think they scare students too much when it comes to plagiarism. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
239,Betty,CompE,female,Senior,No,NEG," Yes. And just using common sense not to copy word for word from other students, but really learning how to collaborate on projects really helps them learn, helps them succeed. It's what helped me succeed. And if it wasn't for going against the rules, I wouldn't have learned as much as I did from other students because we all have different backgrounds. We all have different things to contribute. And we all learn different things from the same lecture. So it was very important that we work together and share those ideas outside of the classroom.  
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
240,Betty,CompE,female,Senior,No,NEG," Yeah, I agree. There needs to be…because in the work environment, even if you are working together but coding separately, you still can go and ask for help on different aspects, I've realized. And that here, if you do that, it's like, ""Nope, nope, nope. You took that one idea."" 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
241,Betty,CompE,female,Senior,No,NEG," We have one and it's integrated into our CompE 349, which is our pre-capstone and our capstone. So we've had that. We have little scenarios that occur. They go through scenarios of whatnot. But as far as going off of plagiarism, it's obvious. Like, ""Okay. Don't copy and paste and then not give any credit."" But they've shown us in the work world, there are going to be times where it's like, ""Why would you go and waste the company's time doing this when you could go Google something, find a solution that's there?"" Especially if it's something simple like that. They address that and it's always been amazing to me that that's not there. But then the ethics mostly taught us to speak up if we see that there’s something going wrong. But yeah. They don't go into too much detail on, I think, gender, class, race things. I think that would be an area that would be interesting to see if they'd improve on, just to help people because then it helps your managerial skills. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
242,Kevin,CompS,male,Senior,No,NEU," Can I go back to the previous question for a second? I think it would be good if the college could maybe have a few projects that simulate a work environment more just so students can have an idea what it's like. I think right now, the projects are good for the concepts, but they don't really prepare you as well as they should for interviews or what work is really like.  
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
243,Betty,CompE,female,Senior,No,NEG," I think for also going back to that question of how to make it more welcoming, as far as CompE, these teachers have to figure out something. I mean, I'm having a class now that I sat there and I went, ""What I learned was on the exam. And if I learned it and studied it, it was on the exam."" And that was a, ""Wow. This hasn't happened in so long,"" moment. So when I went in, knew what I was doing, got an A, and I was like, ""Okay."" And usually, I go in, feel like I know what I'm doing, come out going, ""I don't know what that was."" So I feel like if they just…there's some disconnection between the material we're learning, the material we're doing as homework and the material that's on an exam. And there's some giant disconnection in a lot of the classes that the number of people, it scares them off, that I see just completely break down mentally. It scares people.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
244,Betty,CompE,female,Senior,No,NEG," I think it's just like one more note on the other thing too. Even though professors kind of stress in the beginning, ""Oh, you can come to my office hours whenever."" It would be nice if they reminded you a little more because I know some people might be hesitant. But I notice a lot of teachers are really willing to help when you go. But for some students that…and a lot of…some of us can be a little nervous to go ask or whatnot. If they really just kept stressing or maybe did take a little more initiative, seeing if someone's confused in class. Because sometimes they’re like, ""You look so confused."" And sometimes it's like, ""Okay. Well, thank you for pointing it out."" But it'd be nice for them to make that initiative to be like, ""Well, why don't you come?"" Just something. Which I realize is something to ask professors, but it's also their job. So yeah.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
245,Tom,CompS,male,Senior,No,POS," Okay. So I knew what I wanted to do in high school. So I had exposure to computer science classes, specifically Network Engineering and Diagnostic classes. So, I got into the computer realm early on and I knew I wanted to do computer science before I entered college. 
",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
246,Joe,CompS,male,Freshman,No,POS," I got exposed to computer science around junior year of high school with a lot of ROBOTC Programming. And I really liked it and I saw it as a way as…because I had an interest in math first as a way where I could do certain forms of math better, so I chose to add on the computer science. 
",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
247,Tom,CompS,male,Senior,No,NEU," So from my perspective, back in high school at least the people that were involved in the computing classes were more of a clique, that was more quiet or had certain interests. I'm not sure exactly but if you go into the college realm, my perspective is it's quite similar where you have a lot of people that are quiet, always on their computer type of people, people that like to keep to themselves, introverts. That's what I see. 
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
248,Joe,CompS,male,Freshman,No,NEU," I have to agree with… that I've seen more like introverted people but in my high school, I don't know, it was a good amount of people who are just extroverted and we're very dominant in the CompSci classes. And in college, it's usually, it's very different from what I expected it to be, I've seen a lot of people who are collaborative and very, let's say extroverted but I've seen also seen a lot of introverted people. 
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
249,Tom,CompS,male,Senior,No,NEG," Definitely. So, people may know that computer science is a very versatile field. So, I would say that there's a lot of different types of people that go into the field hoping to take on different problems that the field aims to solve. So I mean, yes, you'll have these stereotypical computer scientists that are introverted but there are also extroverts there in the field. 
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
250,Joe,CompS,male,Freshman,No,NEG," Some misconceptions, one of them I've noticed is there's a difference in learning computer science and learning how to program, that's the fact that a lot of people, let's say, I've noticed some people who want to just learn how to program and not learn certain, how stuff works, how computer science works. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
251,Tom,CompS,male,Senior,No,POS," Mm-hmm. Yes, I do feel like I fit in as well. There's a…I would say from my background, it gives me a good feeling to know that one, I'm doing well in my classes, and two, I get a lot of knowledge out of these classes as well. And I'd say that having relationships with people in the field, like with your professors, that helps a lot, it builds confidence in what you want to do. 
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
252,Tom,CompS,male,Senior,No,POS," It's very welcoming, I would say. The professors I've interacted with are always eager to talk about what they do and they're always eager to help us out, if we have any questions of course, as good professors do. 
",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
253,Joe,CompS,male,Freshman,No,POS," I would say, it's very open. In a sense that you can, let's say, if you wanted to do something with a professor, you could just talk to them or you can…there are many different opportunities in relation to the research within and outside the department. 
",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
254,Tom,CompS,male,Senior,No,POS," I would say, Dr. Anupam Joshi, he is a good role model. He's very knowledgeable about the field and very broadly too. It's not just his research interests but he has a lot of input to many of the things that I work on. So even though it's similar, it can be different and they would still give good perspectives on the work. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
255,Joe,CompS,male,Freshman,No,NEU," It's pretty hard for me to think of because I don't know the CompSci department that much yet. 
",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
256,Joe,CompS,male,Freshman,No,POS," Probably, Dr. Rheingans, she's very passionate about her teaching and that she is a very nice professor and that she knew things, she knew a lot of things in and outside of… in CompSci in general. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
257,Tom,CompS,male,Senior,No,POS," She's a wonderful professor. I wish I could have her again actually. I took her 201 class, two years ago. I really enjoyed it, honestly it was my favorite class that I've taken so far. It was just fun, she made it fun and I loved it. I would definitely retake it. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
258,Tom,CompS,male,Senior,No,POS," Yes. In fact, from my interactions, we definitely support each other because we don't want each other to fall behind and I would say we have similar values. 
",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
259,Tom,CompS,male,Senior,No,POS," One, we want to, you know, finish what we need to do. We need to work on what we have to and we support each other throughout the way because it's important to us to succeed. And it's also because we don't want someone to fall behind because we were too lazy to push them and so we want to have maybe, you could say, to have consistency between us because we want to follow similar tracks and it's not too distant. It's not bad, we don't want to go any way that we don't want to, yeah. 
",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
260,Joe,CompS,male,Freshman,No,NEG," I would say, definitely, yeah. But a lot of, currently with 201 and 202, with the collaboration, that's the only thing where people would be, let's say, very hesitant to help others out with.
",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
261,Tom,CompS,male,Senior,No,NEG," Very low. (women in CS)
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
262,Tom,CompS,male,Senior,No,NEG," I would say, well, it's obvious that there are more men in this field and I feel like the women in the… there are very few women in my computer science classes of course. I feel like they may feel shut out to a degree because there's not many women in the classes but a combating factor to that would be just any of their classmates to step up and help them whenever they want, ask for help when they want and get the help that they need and just try to have a more encouraging atmosphere, be more open to them. I haven't seen anything really bad happen. 
",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
263,Joe,CompS,male,Freshman,No,NEG," She had a real, she had a issue with it and that, she wants to be around other people but she feels sort of like displaced, in that sense, that there's not that many women within the major with her. 
",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
264,Joe,CompS,male,Freshman,No,POS," Made me like, ""What ways?"" To think of ways where I could help out and help her out within the major. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
265,Tom,CompS,male,Senior,No,NEG," Definitely. So, I remember in the past year, there was this one kid in my class and he would always like show off or talk about like, ""I made a game."" And he would always mention that he had these really intense or really strong programming skills and he wouldn't, I mean, he talked about it really often actually. And he would also, I remember when I took data structures, he would finish the projects really early compared to everybody else and he would say that out loud. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
266,Tom,CompS,male,Senior,No,NEG," Yeah, it's pretty bad. I don't know if people really liked that about him but of course, they went to him for help because…and I think he was willing to help people too which isn't bad, but more of the arrogance that's the bad qualities. And I can't think of another case like him. That was one. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
267,Joe,CompS,male,Freshman,No,NEG," A lot of times it causes me to have at least a little bit of doubt or like, let's say, I'm working on a project and it's not going well and a lot of people would finish... finished it or somebody finished it really early. When I work on CompSci stuff, I'm really momentum-based. If I'm probably doing really well and then something bad happens with the project, I usually fall back and have to really think about it for a second. 
",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
268,Tom,CompS,male,Senior,No,POS," That's one of the challenging parts of the work that we do is we have… Yeah I would agree, that we have a momentum-based work ethic where it's, if it's going fast, we feel great, if it's somewhere we're stuck at, it's not so great. But we, I would say both of us have, we have skills to actually like… we know how to work through it. But as to the question, how does it make people feel when there are people like that? 
",False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
269,Tom,CompS,male,Senior,No,NEU," Yes (on teachers paying attention to show-offs). It might be their demeanor, like the students’ demeanor might point them out, help teachers point them out easier.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
